site_id,file,line,component,task,wave,target,status,behavior_record,evidence,kind,owner,fingerprint
INP-105,src/features/ai/AiChatScreen.tsx,3581,Input,08,"Inline editing, rich notes and capture","Per-site form/inline/composer classification; shared material, existing persistence",implemented-awaiting-native,"AI chat composer now uses shared unified composer Input with footer-owned Expand and Send; local draft, native ref/test ID, content-size expansion threshold, Return-send handler and sending/empty guards retained. Removed feature border, shadow and placeholder typography; action hit targets44. Existing measured composer fence and expanded-editor host retained. Native long-text and first-tap Send acceptance pending.","Scoped local gate passed26.80s,3 suites15 tests plus app/test types,architecture,code health and whitespace; /tmp/kwilt-chat-composer-local.log. Native composer keyboard/caret, first-tap Send and expanded continuity acceptance remain open.",shared-input,AiChatPane,a265499a81d177e624844a8d
INP-106,src/features/ai/AiChatScreen.tsx,3792,Input,08,"Inline editing, rich notes and capture","Per-site form/inline/composer classification; shared material, existing persistence",implemented-awaiting-native,"Expanded AI chat editor uses unified plain Input filling the measured existing EditorSurface body. Body remains sole keyboard-layout owner; matching minimum/maximum follow body layout, with no new keyboard offset. Shared draft, native ref/autofocus, Return-send, header Send/Close and existing guards preserved. Native long-text caret, expansion continuity and first-tap actions remain pending.","Scoped local gate passed26.88s,3 suites16 tests including full-pane resize/draft/native-instance regression; /tmp/kwilt-expanded-local.log. Native expanded-editor caret, close/reopen continuity and first-tap actions remain open.",shared-input,AiChatPane,6a591a436be80fb80e1ac6be
INP-107,src/features/arcs/ArcBannerSheet.tsx,697,SearchField,08,"Inline editing, rich notes and capture",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Banner image query; SearchField owns named query/clear/refocus, replaces elevated input and local geometry. Return and existing Search button call existing Unsplash handler; selecting/uploading remains separate.","Scoped local automation passed38.01s: app/test types, architecture, code health, whitespace,4 suites19 tests; /tmp/kwilt-chapter-view-local.log. Native acceptance remains open.",shared-input,ArcBannerSheet,c2185c28a8dc27f6a94d56a8
INP-108,src/features/arcs/ArcCreationFlow.tsx,241,Input,08,"Inline editing, rich notes and capture",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Arc creation custom answer adapter; unified multiline82-120 field now named by owning question title. Existing local answer callbacks, sentence capitalization and Done dismissal retained; margin moves to container. Outer survey/creation owns persistence.","Scoped local automation passed29.97s: app types, architecture, code health, whitespace,6 Jest suites34 tests and script tests; /tmp/kwilt-rich-creation-local.log. Native acceptance remains open.",shared-input,renderCustomInput,8817b7930333a8baec7a6b67
INP-109,src/features/arcs/ArcDetailScreen.tsx,1070,NarrativeEditableTitle,08,"Inline editing, rich notes and capture",Existing inline adapter with plain material; preserve completion,implemented-awaiting-native,"Retained shared editorial Arc title caller: centered titleLg, display width420/lineHeight46, small vertical host padding. Changed/nonempty trim updates Arc timestamp and rename toast; validation preserved. No field fill/border/shadow. Shared native renderer resolution remains INP-174; native caret proof stays open.","Editorial caller/source audit complete; shared title5 behavior tests and scoped gate25.03s pass (app/test types,architecture,code health,whitespace): /tmp/kwilt-title-audit-local.log. Internal native title resolution INP-174 and native acceptance remain open.",shared-input,ArcDetailScreen,3fd6390aba13818679e63442
INP-110,src/features/arcs/ArcDetailScreen.tsx,1457,TextInput,08,"Inline editing, rich notes and capture",Input filled for ordinary entry; classify structured/inline exceptions before edit,removed-verified-unused,Removed unreachable module-local editor and its props: source-wide reference audit found no caller/export/dynamic reference. Active canonical editor/picker and title/keyboard implementation preserved.,"Source-wide reference audit and AST disappearance verify unused removal. Final scoped automation25.68s app types, architecture, code health,5 suites29 tests /tmp/kwilt-old-editors-final-local.log. Historical identity retained.",raw-native-input,ArcNarrativeEditorSheet,824cf98e30ad63bb1c42f849
INP-111,src/features/arcs/ArcsScreen.tsx,1183,EditableField,08,"Inline editing, rich notes and capture",Existing inline adapter with plain material; preserve completion,implemented-awaiting-native,"Arc creation name; existing canonical EditableField title adapter owns unified material, validation and commit-on-Done/blur. Explicitly no autofocus; empty name rejected, accepted text updates manualName before outer creation.",Canonical caller audit: current source and zero AST violations verified; shared EditableField/FormField2 suites5 tests passed /tmp/kwilt-adapter-callers-focused.log. Native caller acceptance remains open.,shared-input,NewArcModal,a72eb80b74a7687010080bf6
INP-112,src/features/arcs/ArcsScreen.tsx,1198,LongTextField,08,"Inline editing, rich notes and capture",Shared preview material; preserve rich editor and persistence,implemented-awaiting-native,Manual Arc description; unified filled form preview retains local manualNarrative and75-percent editor snap point inside the creation drawer. Outer Arc creation owns persistence.,"Scoped local automation passed29.97s: app types, architecture, code health, whitespace,6 Jest suites34 tests and script tests; /tmp/kwilt-rich-creation-local.log. Native acceptance remains open.",shared-input,NewArcModal,acbe6819df756ab902656d01
INP-113,src/features/arcs/GoalDetailScreen.tsx,2757,NarrativeEditableTitle,08,"Inline editing, rich notes and capture",Existing inline adapter with plain material; preserve completion,implemented-awaiting-native,"Retained shared editorial Goal title caller: centered titleLg/textPrimary, width420, small vertical host padding. Changed/nonempty trim updates Goal timestamp and editing state. No field fill/border/shadow. Shared native renderer resolution remains INP-174; native caret proof stays open.","Editorial caller/source audit complete; shared title5 behavior tests and scoped gate25.03s pass (app/test types,architecture,code health,whitespace): /tmp/kwilt-title-audit-local.log. Internal native title resolution INP-174 and native acceptance remain open.",shared-input,GoalDetailScreen,1886df4f4f1917774c933e7a
INP-114,src/features/arcs/GoalDetailScreen.tsx,2785,LongTextField,08,"Inline editing, rich notes and capture",Shared preview material; preserve rich editor and persistence,implemented-awaiting-native,"Goal description; explicit unified treatment retains flat/plain editorial presentation beside narrative content. Existing rich onChange trims empty to undefined with updatedAt, AI field-context callback retained. Shared title/keyboard behavior untouched.","Scoped local automation passed29.97s: app types, architecture, code health, whitespace,6 Jest suites34 tests and script tests; /tmp/kwilt-rich-creation-local.log. Native acceptance remains open.",shared-input,GoalDetailScreen,c2a375d447eab9d5217b07c6
INP-115,src/features/arcs/GoalDetailScreen.tsx,3086,RelationPickerField,08,"Inline editing, rich notes and capture",Owned picker trigger using shared input material,implemented-awaiting-native,Goal linked Arc; optional clear normalizes to null through existing handleUpdateArc; unified trigger and relation search preserve options and callback.,"Scoped local automation passed36.41s: app/test types, architecture, code health, whitespace,2 Jest suites10 tests; /tmp/kwilt-pickers-local.log. Direct input policy passed337 sites. Native selection/clear/accessibility acceptance open.",shared-input,GoalDetailScreen,975060a598ed0ec11583d356
INP-116,src/features/arcs/GoalDetailScreen.tsx,3103,EnumPickerField,08,"Inline editing, rich notes and capture",Owned picker trigger using shared input material,implemented-awaiting-native,Goal priority; optional selection parses existing 1/2/3 values or undefined and updates timestamp; unified fixed-choice trigger.,"Scoped local automation passed36.41s: app/test types, architecture, code health, whitespace,2 Jest suites10 tests; /tmp/kwilt-pickers-local.log. Direct input policy passed337 sites. Native selection/clear/accessibility acceptance open.",shared-input,GoalDetailScreen,c2351333db14754c6627c33f
INP-117,src/features/arcs/GoalDetailScreen.tsx,4058,TextInput,08,"Inline editing, rich notes and capture",SearchField composition; preserve query and clear semantics,removed-verified-unused,Removed unreachable module-local editor and its props: source-wide reference audit found no caller/export/dynamic reference. Active canonical editor/picker and title/keyboard implementation preserved.,"Source-wide reference audit and AST disappearance verify unused removal. Final scoped automation25.68s app types, architecture, code health,5 suites29 tests /tmp/kwilt-old-editors-final-local.log. Historical identity retained.",raw-native-input,ArcSelectorModal,aa9f4449099bca1fda521753
INP-118,src/features/arcs/GoalDetailScreen.tsx,4035,Input,08,"Inline editing, rich notes and capture",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Goal Add To-do title; canonical labeled Input retains local state, reset on open, title nonempty gate, type choice and explicit Add callback. Notes empty normalization and original payload behavior retained.","Final scoped automation25.68s app types, architecture, code health,5 suites29 tests /tmp/kwilt-old-editors-final-local.log. Native Add To-do keyboard/long-text acceptance open.",shared-input,GoalActivityComposerModal,4f1f404e36d998f37970c7a9
INP-119,src/features/arcs/GoalDetailScreen.tsx,4056,Input,08,"Inline editing, rich notes and capture",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Goal Add To-do optional multiline120-180 notes; canonical labeled Input retains local state, reset on open, title nonempty gate, type choice and explicit Add callback. Notes empty normalization and original payload behavior retained.","Final scoped automation25.68s app types, architecture, code health,5 suites29 tests /tmp/kwilt-old-editors-final-local.log. Native Add To-do keyboard/long-text acceptance open.",shared-input,GoalActivityComposerModal,969a3f5297b628dfb19d6386
INP-120,src/features/chapters/ChapterDetailScreen.tsx,1562,Input,08,"Inline editing, rich notes and capture",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Chapter personal note; named multiline72-180 Input retains note ref, maximum length, autocorrect, saving lock, draft state and explicit Save/Cancel. Existing chapter note update and analytics handlers unchanged.","Scoped local automation passed38.01s: app/test types, architecture, code health, whitespace,4 suites19 tests; /tmp/kwilt-chapter-view-local.log. Native acceptance remains open.",shared-input,ChapterDetailScreen,a0277617548485e3541f286e
INP-121,src/features/chapters/ChapterDetailScreen.tsx,1676,Input,08,"Inline editing, rich notes and capture",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,Chapter feedback explanation; named small multiline40-140 Input with flex on container retains500-character limit and optional trimmed Save flow. Empty Save only dismisses; existing rating submission unchanged.,"Scoped local automation passed38.01s: app/test types, architecture, code health, whitespace,4 suites19 tests; /tmp/kwilt-chapter-view-local.log. Native acceptance remains open.",shared-input,ChapterDetailScreen,f0c6b460cf4e6b5e51897460
INP-122,src/features/dev/DevToolsScreen.tsx,1741,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Developer workflow feedback; per-chat local draft now named Input, multiline64-120; explicit Save trims nonempty note into existing AsyncStorage chat feedback, success clears that draft and refreshes history; failures retain it. Existing developer route guard and scroll host unchanged.",Scoped gate passes: 7 related tests plus app/test types and architecture in kwilt-input-specialized-local.log; native acceptance remains open.,shared-input,DevToolsScreen,384202d08ab8f0f950693a58
INP-123,src/features/goals/CheckinComposer.tsx,97,Input,08,"Inline editing, rich notes and capture","Per-site form/inline/composer classification; shared material, existing persistence",implemented-awaiting-native,"Check-in message; unified composer material, named multiline field capped56/80-180,500 characters, autofocus and busy lock retained. Duplicate compact enclosure removed; shared error anatomy. Existing explicit Send trims and submits, success clears; blur does not send.","Scoped local automation passed35.89s: app/test types, architecture, code health, whitespace,2 suites2 tests; /tmp/kwilt-checkin-local.log. Check-in explicit-Send behavior tested. Native acceptance open.",shared-input,CheckinComposer,fad04fb5e554fb40ca751c35
INP-124,src/features/goals/GoalCreationFlow.tsx,345,Input,08,"Inline editing, rich notes and capture",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Goal achievement prompt; unified multiline100-140 with explicit question name, controlled draft and submitting lock. Existing nonempty prompt gate and outer survey submission retained; Done does not create a goal.","Scoped local automation passed29.97s: app types, architecture, code health, whitespace,6 Jest suites34 tests and script tests; /tmp/kwilt-rich-creation-local.log. Native acceptance remains open.",shared-input,surveySteps,14ba16ce663816fc8dd3b5a3
INP-125,src/features/goals/GoalCreationFlow.tsx,365,Input,08,"Inline editing, rich notes and capture",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Optional Goal timeframe; unified multiline100-140 with explicit question name, controlled natural-language draft and submitting lock. Remains free text with optional continuation, not a typed date or new date picker.","Scoped local automation passed29.97s: app types, architecture, code health, whitespace,6 Jest suites34 tests and script tests; /tmp/kwilt-rich-creation-local.log. Native acceptance remains open.",shared-input,surveySteps,e6e2fbbf916a1ba5c822e3a2
INP-126,src/features/goals/GoalFeedSection.tsx,388,Input,08,"Inline editing, rich notes and capture","Per-site form/inline/composer classification; shared material, existing persistence",implemented-awaiting-native,"Check-in reply; unified named small single-line field retains160-character limit, local replyText and busy lock. Explicit reply Send/Cancel, failure and feed-refresh callbacks unchanged.","Scoped local automation passed35.89s: app/test types, architecture, code health, whitespace,2 suites2 tests; /tmp/kwilt-checkin-local.log. Check-in explicit-Send behavior tested. Native acceptance open.",shared-input,CheckinCard,2449bbb702a26ee3c054f932
INP-127,src/features/goals/GoalsInventorySearchBar.tsx,43,SearchField,04,Representative native pilots,SearchField composition; preserve query and clear semantics,implemented-awaiting-native,Goal query; controlled by useGoalsInventorySearchAndSort; clear also sets searchRevealed false and can remove field. Preserve that host effect without firing query clear twice; sorting independent; no query durability.,Focused clear/filter/sort regressions pass; native reveal could not be exercised reliably with CUA gestures.,shared-input,GoalsInventorySearchBar,4ed1dc7715471853905ec1ac
INP-128,src/features/goals/GoalsScreen.tsx,1550,EditableField,08,"Inline editing, rich notes and capture",Existing inline adapter with plain material; preserve completion,implemented-awaiting-native,"Goal creation title; existing canonical EditableField title adapter owns unified material and validation. Empty title rejected, accepted text updates local goal draft. Only caller override is marginTop0; no local material or typography override.",Canonical caller audit: current source and zero AST violations verified; shared EditableField/FormField2 suites5 tests passed /tmp/kwilt-adapter-callers-focused.log. Native caller acceptance remains open.,shared-input,GoalCoachDrawer,3395a1385641b69bd23a38d3
INP-129,src/features/goals/GoalsScreen.tsx,1568,LongTextField,08,"Inline editing, rich notes and capture",Shared preview material; preserve rich editor and persistence,implemented-awaiting-native,Goal draft description; unified filled form preview retains local draft callback and disabled AI tools. Outer creation action owns persistence; no automatic post or new save behavior.,"Scoped local automation passed29.97s: app types, architecture, code health, whitespace,6 Jest suites34 tests and script tests; /tmp/kwilt-rich-creation-local.log. Native acceptance remains open.",shared-input,GoalCoachDrawer,68de020cd3e986c8d444dd68
INP-130,src/features/goals/GoalsScreen.tsx,1584,RelationPickerField,08,"Inline editing, rich notes and capture",Owned picker trigger using shared input material,implemented-awaiting-native,"Goal creation linked Arc; optional clear normalizes to null in local draft, disabled when no Arcs exist; unified relation search and outer creation persistence unchanged.","Scoped local automation passed36.41s: app/test types, architecture, code health, whitespace,2 Jest suites10 tests; /tmp/kwilt-pickers-local.log. Direct input policy passed337 sites. Native selection/clear/accessibility acceptance open.",shared-input,GoalCoachDrawer,2ad52eb0e2b9ab32e3f60832
INP-131,src/features/goals/PendingCheckinDraftCard.tsx,109,Input,08,"Inline editing, rich notes and capture","Per-site form/inline/composer classification; shared material, existing persistence",implemented-awaiting-native,"Pending check-in edit; unified named multiline80-180 field on muted card,500 characters and autofocus retained. Existing local edit/Done/Send/Skip/item-removal behavior remains; no new persistence or send-on-blur. Regression correction: Done and reopening now retain the local edited message for explicit Send; a parent draft id/text change resets local text. No persistence is performed by Done.","Material scope passed35.89s; edit-loss regression failed then passed. Final scoped gate27.46s app/test types, architecture, code health,1 suite2 tests; /tmp/kwilt-pending-edit-local.log. Native acceptance open.",shared-input,PendingCheckinDraftCard,7ac0c2d5cda861f7b6b2b542
INP-132,src/features/goals/ShareGoalDrawer.tsx,479,Input,08,"Inline editing, rich notes and capture",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Invite recipient email; unified named email field retains no capitalization, email keyboard and busy lock. Explicit Send email invite trims/nonempty-validates and owns existing preparation/send/analytics flow; no invitation sent during implementation.","Scoped local automation passed29.97s: app types, architecture, code health, whitespace,6 Jest suites34 tests and script tests; /tmp/kwilt-rich-creation-local.log. Native acceptance remains open.",shared-input,ShareGoalDrawer,02017e1966c35c01d9216383
INP-133,src/features/household-food/components/FoodNeedsDrawer.tsx,107,Input,06,Food forms and repeating editors,Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Food need; controlled label and chosen person; Return or Add trims label and submits existing lowercased ingredient concept/display label for that person, then clears. Common-food selections and drawer host unchanged.","Scoped local gate passes: 7 suites / 93 tests, app/test types, architecture, code health and whitespace in kwilt-food-remaining-local.log; native acceptance open.",shared-input,FoodNeedsDrawer,64ab2962dd53a0e80e61c44c
INP-134,src/features/household/HouseholdSettingsScreen.tsx,376,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,Child profile name; local childName; explicit Add child requires trimmed nonempty name and no active mutation; success clears draft and closes entry form; failures retain draft.,Scoped local gate passes: 9 suites / 98 tests plus app types and architecture in kwilt-forms-input-local.log; native acceptance remains open.,shared-input,entryForm,936597a690aad8504a08e51f
INP-135,src/features/household/HouseholdSettingsScreen.tsx,385,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Child account email; local email draft and email keyboard; explicit Send invitation requires nonempty value and no active mutation; success clears and closes, failures retain draft; no invitation sent during implementation.",Scoped local gate passes: 9 suites / 98 tests plus app types and architecture in kwilt-forms-input-local.log; native acceptance remains open.,shared-input,entryForm,03bfaa86499d27e15bcbf475
INP-136,src/features/household/HouseholdSettingsScreen.tsx,396,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Optional caregiver email; local draft and email keyboard; explicit Create/Send invitation owns existing service call; blank value permits manually shared invitation; success clears and closes, failure retains draft; no invitation sent during implementation.",Scoped local gate passes: 9 suites / 98 tests plus app types and architecture in kwilt-forms-input-local.log; native acceptance remains open.,shared-input,entryForm,92635ebcdc2d540a1a4027b2
INP-137,src/features/household/HouseholdSettingsScreen.tsx,407,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Invitation code; local capitalized draft; explicit Review invitation loads preview, separate Join household confirms membership; no automatic join on input; existing mutation guard retained.",Scoped local gate passes: 9 suites / 98 tests plus app types and architecture in kwilt-forms-input-local.log; native acceptance remains open.,shared-input,entryForm,421b3a7a9c03fd80efdc3acc
INP-138,src/features/household/personalDevice/ManagedChildDeviceHost.tsx,105,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,Managed-child setup code; shared field contrasts on muted parent; numeric keyboard and seven-character formatted draft retained. Six normalized digits gate explicit Continue; no setup claim on typing. Cancel and existing preview/permission flow unchanged.,Scoped gate passes: 7 related tests plus app/test types and architecture in kwilt-input-specialized-local.log; native acceptance remains open.,shared-input,ManagedChildDeviceHost,fe11941841836252a9fbc342
INP-139,src/features/onboarding/IdentityAspirationFlow.tsx,2793,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Optional Arc nickname; controlled nickname, word capitalization and Done retained; explicit Continue owns transition, Skip clears nickname then continues; shared form material and accessible name only.",Scoped gate passes: 7 related tests plus app/test types and architecture in kwilt-input-specialized-local.log; native acceptance remains open.,shared-input,renderNickname,369d0b9c37659c615e2492be
INP-140,src/features/onboarding/IdentityAspirationFlow.tsx,3646,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Aspirations paragraph; controlled dream draft,180-point requested viewport, Done/blur dismisses keyboard; existing outer continuation/selection owns progress, no posting or implicit save added.",Scoped gate passes: 7 related tests plus app/test types and architecture in kwilt-input-specialized-local.log; native acceptance remains open.,shared-input,renderDreams,53aa76a76aad8d924f1a9ba3
INP-141,src/features/onboarding/IdentityAspirationFlow.tsx,4068,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Custom survey answer adapter; shared Input named by owning question title, existing82-120 cap and local callback; Return advances through supplied Next callback or dismisses when absent; original margin moved from text renderer to field container.",Scoped gate passes: 7 related tests plus app/test types and architecture in kwilt-input-specialized-local.log; native acceptance remains open.,shared-input,renderCustomInput,f73d10dc3484f1f330665355
INP-142,src/features/onboarding/IdentityAspirationFlow.tsx,4183,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Concrete focus paragraph; existing forwarded dreamInputRef,96-150 cap and controlled draft; Done advances only when trimmed text has at least two characters, otherwise dismisses; question spacing and outer survey flow retained.",Scoped gate passes: 7 related tests plus app/test types and architecture in kwilt-input-specialized-local.log; native acceptance remains open.,shared-input,renderFirstTimeSurvey,4e13717c14636a3e3610fc26
INP-143,src/features/plan/PlanCalendarSettingsScreen.tsx,594,RelationPickerField,05,"Account, household, Plan and remaining forms",Owned picker trigger using shared input material,implemented-awaiting-native,"Default write-calendar relation; unified trigger and shared relation search; deselect clears default, selection decodes value and invokes existing immediate calendar handler; existing permissions and host unchanged.","Scoped gate passes: 8 suites / 53 tests, app/test types and architecture in kwilt-input-adapters-local.log; native acceptance open.",shared-input,PlanCalendarSettingsScreen,47e51fb8fb7d16ef2aed3433
INP-144,src/features/plan/PlanScheduleApplyPage.tsx,429,RelationPickerField,05,"Account, household, Plan and remaining forms",Owned picker trigger using shared input material,implemented-awaiting-native,"Proposal calendar relation; existing custom inline Calendar text trigger retained, controlled open proposal ID and no deselect; selection updates proposal through existing handler, outer Apply owns schedule persistence.","Scoped gate passes: 8 suites / 53 tests, app/test types and architecture in kwilt-input-adapters-local.log; native acceptance open.",shared-input,PlanScheduleApplyPage,4dd58195bcd3240b5551b81f
INP-145,src/features/plan/PlanSlotCapturePage.tsx,127,SearchField,05,"Account, household, Plan and remaining forms",SearchField composition; preserve query and clear semantics,implemented-awaiting-native,To-do search in slot capture; SearchField retains local query/filter/group controls and clear name; clear restores matching inventory without selecting or committing a to-do; shared compact control replaces former 36-point local height/fill/radius.,"Scoped gate passes: 8 suites / 53 tests, app/test types and architecture in kwilt-input-adapters-local.log; native acceptance open.",shared-input,PlanSlotCapturePage,4f1ab0f4c6b30970b58d4164
INP-146,src/features/safety/UgcReportDrawer.tsx,143,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Optional safety note; local draft capped at 500 characters, multiline 88-120 and busy edit lock; explicit report requires reason and target, failure preserves draft with error toast; target removal resets state; no real report submitted.",Scoped local gate passes: 9 suites / 98 tests plus app types and architecture in kwilt-forms-input-local.log; native acceptance remains open.,shared-input,UgcReportDrawer,f3c921bb56bf60f0bb8675e6
INP-147,src/features/screen-time/rule-builder/RuleSentencePickerField.tsx,11,PickerFieldTrigger,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Screen Time sentence choice; one owned PickerFieldTrigger replaces button plus read-only Input; announces current choice on outer button, no deselect; forwards existing onPress and audited width/flex placement styles. No text editor or policy mutation introduced.","Scoped gate passes: 8 suites / 53 tests, app/test types and architecture in kwilt-input-adapters-local.log; native acceptance open.",shared-input,RuleSentencePickerField,3a57a5fa12fd4a16d1efc2dd
INP-148,src/features/search/GlobalSearchDrawer.tsx,540,SearchField,04,Representative native pilots,SearchField composition; preserve query and clear semantics,implemented-awaiting-native,Global search query; local state; autofocus; scope-dependent placeholder; native while-editing clear currently; return search; filtering/navigation and search scope remain caller-owned; BottomDrawer host.,Initial iOS pilot: native-search-focused.png; native query and one-tap clear passed; full native matrix still open.,shared-input,GlobalSearchDrawer,bc54d317f53657ca902ab4f4
INP-149,src/features/shared-home/SharedLifeBrowser.tsx,210,SearchField,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Saved moments query; SearchField clear updates existing query exactly once and refocuses; existing generation-guarded library fetch owns results, no write operation from query/clear. FlatList host retained.","Scoped gate passes: 8 suites / 53 tests, app/test types and architecture in kwilt-input-adapters-local.log; native acceptance open.",shared-input,SharedLifeBrowser,3cf2274e2ca24a960f4f17a1
INP-150,src/features/shared-home/SharedLifeComposer.tsx,585,Input,04,Representative native pilots,"Per-site form/inline/composer classification; shared material, existing persistence",implemented-awaiting-native,Home post paragraph; change updates and locally saves draft; close saves; explicit Post in current BottomDrawer footer publishes; retry retains content; 4000 chars; busy locks editing. Concurrent Home task owns drawer/keyboard host.,Initial iOS pilot: native-home-long-keyboard.png; final Return caret visible; empty draft restored; full native matrix still open.,shared-input,SharedLifeComposer,19bbfb08e7ddefd07e2ddc99
INP-151,src/features/shared-home/SharedLifeComposer.tsx,654,Input,04,Representative native pilots,"Per-site form/inline/composer classification; shared material, existing persistence",implemented-awaiting-native,Optional photo alt description; maps only matching photo ID in same persisted Home draft; 200 chars; busy locks edit; omitted descriptions handled by domain payload fallback; explicit Post publishes.,Native stock-photo draft: named description and Post visible above keyboard; Return dismisses keyboard and retains text; photo removed; Post untouched. native-photo-description-keyboard.png; full matrix open.,shared-input,SharedLifeComposer,9ae60713ad0adf05975978e2
INP-152,src/features/shared-home/SharedLifeConversation.tsx,137,Input,04,Representative native pilots,"Per-site form/inline/composer classification; shared material, existing persistence",implemented-awaiting-native,Reply/edit paragraph; local text; newline does not send; 2000 reply/4000 edit limit; explicit Send/Save command requires nonblank and loaded conversation; error retains text; successful command clears; existing floating footer geometry remains host-owned.,Native local fixture: long reply scroll/end caret/Return pass; first-tap Send completes only in-memory reply and clears draft. native-reply-resting.png; native-reply-long-keyboard.png. Edit-post/retry/full matrix open.,shared-input,SharedLifeConversation,262a34e6fba34e9f8031f963
INP-153,src/features/shared-home/SharedLifeLibrary.tsx,70,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"New collection name; local draft capped at 80 characters; also filters existing collection list outside post mode; explicit Create requires nonempty trimmed value and idle state, successful command plus refresh clears draft; failure retains name. Scroll host and collection actions unchanged.",Scoped local gate passes: 9 suites / 98 tests plus app types and architecture in kwilt-forms-input-local.log; native acceptance remains open.,shared-input,SharedLifeCollections,4e44d5093996e87230336206
INP-154,src/ui/Combobox.tsx,421,SearchField,02-03,Shared foundation and adapters,SearchField composition; preserve query and clear semantics,implemented-awaiting-native,Picker-local query filters existing options; clear restores choices without selecting or closing; option selection retains handleSelect/deselect/open behavior; autofocus only drawer; compact search within menu; existing UnderKeyboardDrawer/popover placement retained.,Shared composition slice: 22 focused tests pass; full native matrix pending.,shared-input,Combobox,7aacac63b096eb57cf558225
INP-155,src/ui/Combobox.tsx,571,SearchField,02-03,Shared foundation and adapters,SearchField composition; preserve query and clear semantics,implemented-awaiting-native,Picker-local query filters existing options; clear restores choices without selecting or closing; option selection retains handleSelect/deselect/open behavior; autofocus only drawer; compact search within menu; existing UnderKeyboardDrawer/popover placement retained.,Shared composition slice: 22 focused tests pass; full native matrix pending.,shared-input,Combobox,7aacac63b096eb57cf558225
INP-156,src/ui/EditableField.tsx,79,Input,02-03,Shared foundation and adapters,Owned native adapter; explicit ownership exception or consolidate into Input,implemented-awaiting-native,Manual Arc/Goal title/value editor: focus copies parent value into draft; Done/blur validates and commits changed value; optional onSubmit follows onChange; disabled locks editing; title/body/meta typography retained by owned adapter. Existing invalid-blur reset is outside this material change; no broader persistence claim.,Shared composition slice: 22 focused tests pass; full native matrix pending.,shared-input,EditableField,dad23b0159386eca59f08f69
INP-157,src/ui/EditableTextArea.tsx,106,TextInput,02-03,Shared foundation and adapters,Owned native adapter; explicit ownership exception or consolidate into Input,removed-verified-unused,"Unreachable legacy implementation: no direct consumers, namespace primitive consumers, dynamic references or external package export; private application package. ObjectPicker barrel export removed with implementation.",Direct/export/dynamic-reference audit plus passing app/test types and1237 suites/7617 tests in scoped completion gate; no consumers; historical ID retained.,raw-native-input,EditableTextArea,06c27d3c703451adcf8c1cff
INP-158,src/ui/FilterDrawer.tsx,403,EnumPickerField,02-03,Shared foundation and adapters,Owned picker trigger using shared input material,implemented-awaiting-native,"Compact field/operator picker changes local FilterGroup condition; group logic, removal and Apply persistence retained.",Native material observed; keyboard task repaired footer with resize host and drawer scroll view. Value/caret/actions visible; first-tap Cancel leaves no condition. native-filter-keyboard-footer-visible.jpg; stable final gate/full matrix pending.,shared-input,FilterDrawer,6b70450771b0b9b5543e11ec
